"學年度","代碼","學校名稱","公/私立","縣市名稱","地址","電話","網址"
112,104615,縣立大林國小,公立,[10]嘉義縣,[622]嘉義縣大林鎮西林里中正路423號,(05)2652061,https://www.tles.cyc.edu.tw
112,104616,縣立三和國小,公立,[10]嘉義縣,[622]嘉義縣大林鎮中興路二段937號,(05)2952145,https://www.shes.cyc.edu.tw
112,104617,縣立中林國小,公立,[10]嘉義縣,[622]嘉義縣大林鎮中林里147號,(05)2653941,https://www.cles.cyc.edu.tw
112,104620,縣立社團國小,公立,[10]嘉義縣,[622]嘉義縣大林鎮三角里下林頭51號,(05)2952504,https://www.stps.cyc.edu.tw
112,104621,縣立民雄國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉中樂村民族路43號,(05)2262022,https://www.mhps.cyc.edu.tw
112,104622,縣立東榮國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉頂崙村105號,(05)2262076,https://www.trps.cyc.edu.tw
112,104623,縣立三興國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉三興村陳厝寮55號,(05)2720042,https://www.sasps.cyc.edu.tw
112,104624,縣立菁埔國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉菁埔村130之3號,(05)2262581,https://www.cpps.cyc.edu.tw
112,104625,縣立興中國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉興中村30號,(05)2214725,https://www.sces.cyc.edu.tw
112,104626,縣立秀林國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉北斗村北勢仔17號,(05)2215690,https://www.sles.cyc.edu.tw
112,104627,縣立松山國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉松山村松仔腳43之1號,(05)2721831,https://www.sses.cyc.edu.tw
112,104628,縣立大崎國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉秀林村林子尾66號,(05)2212871,https://www.dcps.cyc.edu.tw
112,104629,縣立溪口國小,公立,[10]嘉義縣,[623]嘉義縣溪口鄉溪北村中山路53號,(05)2691013,https://www.skes.cyc.edu.tw
112,104630,縣立美林國小,公立,[10]嘉義縣,[623]嘉義縣溪口鄉美北村78之3號,(05)2691150,https://www.mlps.cyc.edu.tw
112,104631,縣立柴林國小,公立,[10]嘉義縣,[623]嘉義縣溪口鄉柴林村107號,(05)2691440,https://www.chlps.cyc.edu.tw
112,104632,縣立柳溝國小,公立,[10]嘉義縣,[623]嘉義縣溪口鄉柳溝村南靖厝5號,(05)2691071,https://www.lgps.cyc.edu.tw
112,104633,縣立新港國小,公立,[10]嘉義縣,[616]嘉義縣新港鄉福德村登雲路105號,(05)3742039,https://www.hkps.cyc.edu.tw
112,104634,縣立文昌國小,公立,[10]嘉義縣,[616]嘉義縣新港鄉宮前村古民街12號,(05)3742172,https://www.wcps.cyc.edu.tw
112,104635,縣立月眉國小,公立,[10]嘉義縣,[616]嘉義縣新港鄉月眉村20鄰123號,(05)3772059,https://www.ymps.cyc.edu.tw
112,104636,縣立古民國小,公立,[10]嘉義縣,[616]嘉義縣新港鄉古民村161號,(05)3742154,https://www.gmps.cyc.edu.tw
112,104637,縣立復興國小,公立,[10]嘉義縣,[616]嘉義縣新港鄉北崙村75之4號,(05)3760424,https://www.fsps.cyc.edu.tw
112,104638,縣立安和國小,公立,[10]嘉義縣,[616]嘉義縣新港鄉安和村46號,(05)3772940,https://www.ahps.cyc.edu.tw
112,104639,縣立蒜頭國小,公立,[10]嘉義縣,[615]嘉義縣六腳鄉蒜頭村188號,(05)3802025,https://www.shtes.cyc.edu.tw
112,104640,縣立六腳國小,公立,[10]嘉義縣,[615]嘉義縣六腳鄉六腳村105號,(05)3781403,https://www.ljps.cyc.edu.tw
112,104641,縣立六美國小,公立,[10]嘉義縣,[615]嘉義縣六腳鄉六斗村31號,(05)7812708,https://www.lmes.cyc.edu.tw
112,104642,縣立灣內國小,公立,[10]嘉義縣,[615]嘉義縣六腳鄉灣南村15鄰6號,(05)3802306,https://www.wnps.cyc.edu.tw
112,104643,縣立更寮國小,公立,[10]嘉義縣,[615]嘉義縣六腳鄉更寮村19號,(05)3796309,https://www.gles.cyc.edu.tw
112,104645,縣立北美國小,公立,[10]嘉義縣,[615]嘉義縣六腳鄉崙陽村122號,(05)7811429,https://www.bmps.cyc.edu.tw
112,104647,縣立東石國小,公立,[10]嘉義縣,[614]嘉義縣東石鄉猿樹村117號,(05)3732295,https://www.tsps.cyc.edu.tw
112,104648,縣立塭港國小,公立,[10]嘉義縣,[614]嘉義縣東石鄉塭港村170號,(05)3732653,https://www.ugps.cyc.edu.tw
112,104649,縣立三江國小,公立,[10]嘉義縣,[614]嘉義縣東石鄉三家村16號,(05)3732634,https://www.sjps.cyc.edu.tw
112,104650,縣立龍港國小,公立,[10]嘉義縣,[614]嘉義縣東石鄉龍港村113號,(05)3732671,https://www.lges.cyc.edu.tw
112,104651,縣立下楫國小,公立,[10]嘉義縣,[614]嘉義縣東石鄉下楫村147號,(05)3601508,https://www.sjes.cyc.edu.tw
112,104652,縣立港墘國小,公立,[10]嘉義縣,[614]嘉義縣東石鄉港墘村64號,(05)3795350,https://www.kcps.cyc.edu.tw
112,104653,縣立龍崗國小,公立,[10]嘉義縣,[614]嘉義縣東石鄉西崙村131號,(05)3451070,https://www.logps.cyc.edu.tw
112,104654,縣立網寮國小,公立,[10]嘉義縣,[614]嘉義縣東石鄉網寮村鹽田27號,(05)3451544,https://www.wlps.cyc.edu.tw
112,104655,縣立鹿草國小,公立,[10]嘉義縣,[611]嘉義縣鹿草鄉西井村12鄰長壽路221號,(05)3752004,https://www.ltes.cyc.edu.tw
112,104656,縣立重寮國小,公立,[10]嘉義縣,[611]嘉義縣鹿草鄉重寮村中寮160號,(05)3752544,https://www.clps.cyc.edu.tw
112,104657,縣立下潭國小,公立,[10]嘉義縣,[611]嘉義縣鹿草鄉光潭村196號,(05)3651544,https://www.htps.cyc.edu.tw
112,104659,縣立竹園國小,公立,[10]嘉義縣,[611]嘉義縣鹿草鄉松竹村69號,(05)3650524,https://www.jyps.cyc.edu.tw
112,104660,縣立後塘國小,公立,[10]嘉義縣,[611]嘉義縣鹿草鄉三角村毛蟹行11號,(05)3752548,https://www.htes.cyc.edu.tw
112,104661,縣立義竹國小,公立,[10]嘉義縣,[624]嘉義縣義竹鄉六桂村208號,(05)3412203,https://www.icps.cyc.edu.tw
112,104663,縣立光榮國小,公立,[10]嘉義縣,[624]嘉義縣義竹鄉東光村64號,(05)3420104,https://www.krps.cyc.edu.tw
112,104665,縣立過路國小,公立,[10]嘉義縣,[624]嘉義縣義竹鄉西過村279號,(05)3437884,https://www.gulps.cyc.edu.tw
112,104666,縣立和順國小,公立,[10]嘉義縣,[624]嘉義縣義竹鄉官順村356號,(05)3436121,https://www.hsps.cyc.edu.tw
112,104668,縣立南興國小,公立,[10]嘉義縣,[624]嘉義縣義竹鄉新店村77號,(05)3427394,https://www.nses.cyc.edu.tw
112,104669,縣立太保國小,公立,[10]嘉義縣,[612]嘉義縣太保市太保里31號,(05)2949031,https://www.tbps.cyc.edu.tw
112,104670,縣立安東國小,公立,[10]嘉義縣,[612]嘉義縣太保市崙頂里1號,(05)3714068,https://www.adps.cyc.edu.tw
112,104671,縣立南新國小,公立,[10]嘉義縣,[612]嘉義縣太保市中山路一段140號,(05)2373005,https://www.nsps.cyc.edu.tw
112,104672,縣立新埤國小,公立,[10]嘉義縣,[612]嘉義縣太保市新埤里214號,(05)3611075,https://www.spps.cyc.edu.tw
112,104673,縣立水上國小,公立,[10]嘉義縣,[608]嘉義縣水上鄉水上村正義路182號,(05)2682073,https://www.shsps.cyc.edu.tw
112,104674,縣立大崙國小,公立,[10]嘉義縣,[608]嘉義縣水上鄉大崙村111號,(05)3711381,https://www.dlps.cyc.edu.tw
112,104675,縣立柳林國小,公立,[10]嘉義縣,[608]嘉義縣水上鄉柳林村92號,(05)2683240,https://www.llps.cyc.edu.tw
112,104676,縣立忠和國小,公立,[10]嘉義縣,[608]嘉義縣水上鄉忠和村檳榔樹角35號,(05)2890365,https://www.jhps.cyc.edu.tw
112,104677,縣立義興國小,公立,[10]嘉義縣,[608]嘉義縣水上鄉義興村2之1號,(05)2890096,https://www.ysps.cyc.edu.tw
112,104678,縣立成功國小,公立,[10]嘉義縣,[608]嘉義縣水上鄉三界埔153號,(05)2393485,https://www.ckps.cyc.edu.tw
112,104679,縣立北回國小,公立,[10]嘉義縣,[608]嘉義縣水上鄉三和村榮典路100號,(05)2356941,https://www.bhps.cyc.edu.tw
112,104680,縣立南靖國小,公立,[10]嘉義縣,[608]嘉義縣水上鄉靖和村46號,(05)2682004,https://www.njps.cyc.edu.tw
112,104681,縣立中埔國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉中埔村中正路1號,(05)2531003,https://www.jpps.cyc.edu.tw
112,104682,縣立大有國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉裕民村石頭厝17之1號,(05)2531561,https://www.dyps.cyc.edu.tw
112,104683,縣立中山國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉石弄村22號,(05)2531231,https://www.csps.cyc.edu.tw
112,104684,縣立頂六國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉金蘭村頂山門25號,(05)2394042,https://www.tlps.cyc.edu.tw
112,104685,縣立和睦國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉和美村後庄16號,(05)2304511,https://www.hmps.cyc.edu.tw
112,104686,縣立同仁國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉同仁村同仁24號,(05)2531205,https://www.tres.cyc.edu.tw
112,104688,縣立沄水國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉沄水村五鄰試驗場16號,(05)2531654,https://www.yses.cyc.edu.tw
112,104690,縣立社口國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉隆興村二鄰8號,(05)2531094,https://www.shkps.cyc.edu.tw
112,104693,縣立民和國小,公立,[10]嘉義縣,[602]嘉義縣番路鄉下坑村菜公店91號,(05)2592188,https://www.mhes.cyc.edu.tw
112,104694,縣立內甕國小,公立,[10]嘉義縣,[602]嘉義縣番路鄉內甕村凸湖1-1號,(05)2591434,https://www.nwps.cyc.edu.tw
112,104695,縣立黎明國小,公立,[10]嘉義縣,[602]嘉義縣番路鄉觸口村觸口164號,(05)2591194,https://www.limps.cyc.edu.tw
112,104696,縣立大湖國小,公立,[10]嘉義縣,[602]嘉義縣番路鄉大湖村下坪仔8號,(05)2581159,https://www.dhes.cyc.edu.tw
112,104698,縣立隙頂國小,公立,[10]嘉義縣,[602]嘉義縣番路鄉公田村隙頂40號,(05)2586218,https://www.sdps.cyc.edu.tw
112,104700,縣立竹崎國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉竹崎村文化路28號,(05)2611018,https://www.jcps.cyc.edu.tw
112,104702,縣立龍山國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉龍山村水道70號,(05)2612843,https://www.lsps.cyc.edu.tw
112,104704,縣立鹿滿國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉鹿滿村鹿鳴路2號,(05)2611472,https://www.lmps.cyc.edu.tw
112,104705,縣立圓崇國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉灣橋村387巷28號,(05)2790508,https://www.ytps.cyc.edu.tw
112,104706,縣立內埔國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉內埔村元興路2號,(05)2541005,https://www.npps.cyc.edu.tw
112,104707,縣立桃源國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉桃源村七鄰78號,(05)2541077,https://www.typs.cyc.edu.tw
112,104708,縣立中和國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉中和村奮起湖215號,(05)2561013,https://www.chps.cyc.edu.tw
112,104709,縣立中興國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉中和村石棹10-1號,(05)2561021,https://www.cses.cyc.edu.tw
112,104710,縣立光華國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉光華村四鄰10號,(05)2561074,https://www.ghps.cyc.edu.tw
112,104712,縣立義仁國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉義和村22號,(05)2110534,https://www.yrps.cyc.edu.tw
112,104713,縣立沙坑國小,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉沙坑村57之2號,(05)2611244,https://www.sakps.cyc.edu.tw
112,104715,縣立梅山國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉梅東村中山路28號之1,(05)2621004,https://www.msps.cyc.edu.tw
112,104716,縣立梅圳國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉圳南村三源23號,(05)2621615,https://www.mjps.cyc.edu.tw
112,104717,縣立太平國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉太平村大坪4號,(05)2571004,https://www.tpps.cyc.edu.tw
112,104719,縣立太興國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉太興村4號,(05)2571087,https://www.tses.cyc.edu.tw
112,104720,縣立瑞里國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉瑞里村112號,(05)2501020,https://www.rlps.cyc.edu.tw
112,104721,縣立大南國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉大南村大草埔15號,(05)2621253,https://www.dnps.cyc.edu.tw
112,104722,縣立瑞峰國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉瑞峰村生毛樹19號之1,(05)2501204,https://www.rfps.cyc.edu.tw
112,104725,縣立仁和國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉太和村社前湖6號,(05)2661130,https://www.rhps.cyc.edu.tw
112,104726,縣立大埔國(中)小,公立,[10]嘉義縣,[607]嘉義縣大埔鄉茄苳村竹圍仔5號,(05)2521014,https://www.dpjes.cyc.edu.tw
112,104727,縣立達邦國小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉達邦村一鄰1號,(05)2511017,https://www.dbps.cyc.edu.tw
112,104729,縣立十字國小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉十字村16號,(05)2511340,https://www.shtps.cyc.edu.tw
112,104730,縣立來吉國小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉來吉村四鄰91號,(05)2661232,https://www.ljes.cyc.edu.tw
112,104731,縣立豐山實驗國(中)小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉豐山村47號,(05)2661071,https://www.fses.cyc.edu.tw
112,104732,縣立山美國小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉山美村61號,(05)2586520,https://www.smes.cyc.edu.tw
112,104733,縣立新美國小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉新美村四鄰78號,(05)2513015,https://www.shmps.cyc.edu.tw
112,104734,縣立阿里山國(中)小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉樂野村一鄰31號,(05)2561180,https://www.aljes.cyc.edu.tw
112,104735,縣立香林國小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉香林村二鄰41號,(05)2679713,https://www.slps.cyc.edu.tw
112,104736,縣立布新國小,公立,[10]嘉義縣,[625]嘉義縣布袋鎮岑海里文昌街61號,(05)3476886,https://www.bsps.cyc.edu.tw
112,104737,縣立茶山國小,公立,[10]嘉義縣,[605]嘉義縣阿里山鄉茶山村三鄰74號,(05)2513014,https://www.chses.cyc.edu.tw
112,104738,縣立和興國小,公立,[10]嘉義縣,[606]嘉義縣中埔鄉和興村和興路91號,(05)2306717,https://www.hhps.cyc.edu.tw
112,104739,縣立平林國小,公立,[10]嘉義縣,[622]嘉義縣大林鎮平林里民權路80號,(05)2650887,https://www.ples.cyc.edu.tw
112,104740,縣立梅北國小,公立,[10]嘉義縣,[603]嘉義縣梅山鄉梅北村民生街1號,(05)2626545,https://www.mbps.cyc.edu.tw
112,104742,縣立祥和國小,公立,[10]嘉義縣,[613]嘉義縣朴子市祥和二路西段9號,(05)3621839,https://www.shps.cyc.edu.tw
112,104743,縣立福樂國小,公立,[10]嘉義縣,[621]嘉義縣民雄鄉福樂村光明二街191號,(05)2206112,https://www.flps.cyc.edu.tw
112,130601,國立屏東大學實小,公立,[13]屏東縣,[900]屏東縣屏東市長春里廣東路20號,(08)7220451,https://www.nptups.ptc.edu.tw
112,131601,私立崇華國小,私立,[13]屏東縣,[908]屏東縣長治鄉復興村新興路38號,(08)7626365,https://web.chbes.ptc.edu.tw/?lang=zh-hant
112,134601,縣立中正國小,公立,[13]屏東縣,[900]屏東縣屏東市文明里蘇州街75號,(08)7324113,https://www.ccps.ptc.edu.tw
112,134602,縣立仁愛國小,公立,[13]屏東縣,[900]屏東縣屏東市興樂里仁愛路98號,(08)7361114,https://www.raps.ptc.edu.tw
112,134603,縣立海豐國小,公立,[13]屏東縣,[900]屏東縣屏東市三山里海豐街3號,(08)7367023,https://www.hfps.ptc.edu.tw
112,134604,縣立公館國小,公立,[13]屏東縣,[900]屏東縣屏東市龍華里公華街182號,(08)7522205,https://www.ggps.ptc.edu.tw
112,134605,縣立大同國小,公立,[13]屏東縣,[900]屏東縣屏東市安鎮里建國路202號,(08)7524115,https://www.dtps.ptc.edu.tw
112,134606,縣立鶴聲國小,公立,[13]屏東縣,[900]屏東縣屏東市崇武里建國路121號,(08)7521207,https://www.hsps.ptc.edu.tw
112,134607,縣立凌雲國小,公立,[13]屏東縣,[900]屏東縣屏東市鵬程里光大巷61號,(08)7659025,https://www.lyes.ptc.edu.tw
112,134608,縣立勝利國小,公立,[13]屏東縣,[900]屏東縣屏東市勝利里蘭州街2號,(08)7652038,https://www.slps.ptc.edu.tw
112,134609,縣立歸來國小,公立,[13]屏東縣,[900]屏東縣屏東市湖西里歸國巷1號,(08)7223241,https://www.glps.ptc.edu.tw
112,134610,縣立前進國小,公立,[13]屏東縣,[900]屏東縣屏東市建國路405巷100弄39號,(08)7523291,https://www.cjes.ptc.edu.tw
112,134611,縣立唐榮國小,公立,[13]屏東縣,[900]屏東縣屏東市崇禮里中山路41號,(08)7322306,https://www.trps.ptc.edu.tw
112,134612,縣立民和國小,公立,[13]屏東縣,[900]屏東縣屏東市自立路213號,(08)7229210,https://www.mhps.ptc.edu.tw
112,134613,縣立建國國小,公立,[13]屏東縣,[900]屏東縣屏東市萬年里建興路36號,(08)7521464,https://www.jgps.ptc.edu.tw
112,134614,縣立復興國小,公立,[13]屏東縣,[900]屏東縣屏東市永安里復興路376號,(08)7525402,https://www.fsps.ptc.edu.tw
112,134615,縣立忠孝國小,公立,[13]屏東縣,[900]屏東縣屏東市建豐路204號,(08)7371939,https://www.chps.ptc.edu.tw
112,134616,縣立和平國小,公立,[13]屏東縣,[900]屏東縣屏東市中正里華正路80號,(08)7364440,https://www.hpps.ptc.edu.tw
112,134617,縣立萬丹國小,公立,[13]屏東縣,[913]屏東縣萬丹鄉寶厝村萬新路1497號,(08)7772014,https://www.wtps.ptc.edu.tw
112,134618,縣立新庄國小,公立,[13]屏東縣,[913]屏東縣萬丹鄉新庄村新鐘路410號,(08)7772230,https://www.sjps.ptc.edu.tw
112,134619,縣立興華國小,公立,[13]屏東縣,[913]屏東縣萬丹鄉崙頂村崙頂路860號,(08)7061481,https://www.shps.ptc.edu.tw
112,134620,縣立新興國小,公立,[13]屏東縣,[913]屏東縣萬丹鄉灣內村聖賢路241號,(08)7062144,https://www.sses.ptc.edu.tw
112,134621,縣立社皮國小,公立,[13]屏東縣,[913]屏東縣萬丹鄉社口村社皮路2段550號,(08)7072162,https://www.spps.ptc.edu.tw
112,134622,縣立廣安國小,公立,[13]屏東縣,[913]屏東縣萬丹鄉廣安村廣志街8巷15號,(08)7772444,https://www.kaps.ptc.edu.tw
112,134623,縣立興化國小,公立,[13]屏東縣,[913]屏東縣萬丹鄉興全村興國路52號,(08)7050390,https://www.shes.ptc.edu.tw
112,134624,縣立麟洛國小,公立,[13]屏東縣,[909]屏東縣麟洛鄉麟趾村中華路86號,(08)7221670,https://www.llps.ptc.edu.tw
112,134625,縣立九如國小,公立,[13]屏東縣,[904]屏東縣九如鄉九如路二段3-1號,(08)7392159,https://www.jrps.ptc.edu.tw
112,134626,縣立後庄國小,公立,[13]屏東縣,[904]屏東縣九如鄉耆老村中正路2號,(08)7750861,https://www.hjps.ptc.edu.tw
112,134627,縣立惠農國小,公立,[13]屏東縣,[904]屏東縣九如鄉東寧村新庄路1號,(08)7392805,https://www.hnps.ptc.edu.tw
112,134628,縣立長興國小,公立,[13]屏東縣,[908]屏東縣長治鄉新潭村潭頭路50號,(08)7368567,https://www.csps.ptc.edu.tw
112,134629,縣立繁華國小,公立,[13]屏東縣,[908]屏東縣長治鄉繁華村水源路96號,(08)7621254,https://www.fhps.ptc.edu.tw
112,134630,縣立德協國小,公立,[13]屏東縣,[908]屏東縣長治鄉德成村中興路551號,(08)7621844,https://www.dses.ptc.edu.tw
112,134631,縣立鹽埔國小,公立,[13]屏東縣,[907]屏東縣鹽埔鄉鹽南村光復路90號,(08)7932271,https://www.ypps.ptc.edu.tw
112,134632,縣立仕絨國小,公立,[13]屏東縣,[907]屏東縣鹽埔鄉仕絨村東平街16號,(08)7932544,https://www.srps.ptc.edu.tw
112,134633,縣立高朗國小,公立,[13]屏東縣,[907]屏東縣鹽埔鄉高朗村民治路37號,(08)7932444,https://www.gles.ptc.edu.tw
112,134634,縣立新圍國小,公立,[13]屏東縣,[907]屏東縣鹽埔鄉新二村維新路67號,(08)7932269,https://www.shwps.ptc.edu.tw
112,134635,縣立彭厝國小,公立,[13]屏東縣,[907]屏東縣鹽埔鄉洛陽村七份路21號,(08)7031509,https://www.pcps.ptc.edu.tw
112,134636,縣立振興國小,公立,[13]屏東縣,[907]屏東縣鹽埔鄉振興村光明路36號,(08)7020501,https://www.jses.ptc.edu.tw
112,134637,縣立高樹國小,公立,[13]屏東縣,[906]屏東縣高樹鄉高樹村華光路32號,(08)7960802,https://www.gsps.ptc.edu.tw
112,134638,縣立舊寮國小,公立,[13]屏東縣,[906]屏東縣高樹鄉舊寮村長美路42號,(08)7962994,https://www.jolps.ptc.edu.tw
112,134639,縣立新豐國小,公立,[13]屏東縣,[906]屏東縣高樹鄉新豐村泰和路26號,(08)7916486,https://www.sfps.ptc.edu.tw
112,134640,縣立田子國小,公立,[13]屏東縣,[906]屏東縣高樹鄉鹽樹村公平路19號,(08)7962714,https://www.tzps.ptc.edu.tw
112,134641,縣立新南國小,公立,[13]屏東縣,[906]屏東縣高樹鄉新南村興店路5號,(08)7962782,https://www.snps.ptc.edu.tw
112,134642,縣立泰山國小,公立,[13]屏東縣,[906]屏東縣高樹鄉泰山村產業路84號,(08)7956274,https://www.tsps.ptc.edu.tw
112,134644,縣立大路關國小,公立,[13]屏東縣,[906]屏東縣高樹鄉廣興村中正路176號,(08)7957412,https://www.gosps.ptc.edu.tw
112,134646,縣立里港國小,公立,[13]屏東縣,[905]屏東縣里港鄉過江路41號,(08)7752161,https://www.lgps.ptc.edu.tw
112,134647,縣立載興國小,公立,[13]屏東縣,[905]屏東縣里港鄉載興村載興路1之3號,(08)7752271,https://www.tses.ptc.edu.tw
112,134648,縣立土庫國小,公立,[13]屏東縣,[905]屏東縣里港鄉中和村中和路33號,(08)7731553,https://www.tkps.ptc.edu.tw
112,134649,縣立三和國小,公立,[13]屏東縣,[905]屏東縣里港鄉土庫路111之3號,(08)7731198,https://www.sahes.ptc.edu.tw
112,134651,縣立潮州國小,公立,[13]屏東縣,[920]屏東縣潮州鎮同榮里育英路31號,(08)7882770,https://www.cjps.ptc.edu.tw
112,134652,縣立光春國小,公立,[13]屏東縣,[920]屏東縣潮州鎮光春里志成路201號,(08)7896550,https://www.gcps.ptc.edu.tw
112,134653,縣立光華國小,公立,[13]屏東縣,[920]屏東縣潮州鎮光華里南進路2號,(08)7882105,https://www.khps.ptc.edu.tw
112,134654,縣立四林國小,公立,[13]屏東縣,[920]屏東縣潮州鎮泗林里開元路2巷1號,(08)7882174,https://www.sles.ptc.edu.tw
112,134655,縣立潮南國小,公立,[13]屏東縣,[920]屏東縣潮州鎮興美里興美路24號,(08)7882312,https://www.cnps.ptc.edu.tw
112,134656,縣立潮東國小,公立,[13]屏東縣,[920]屏東縣潮州鎮九塊里復興路66號,(08)7871364,https://www.ctps.ptc.edu.tw
112,134657,縣立萬巒國小,公立,[13]屏東縣,[923]屏東縣萬巒鄉萬全村堡忠路28號,(08)7811627,https://www.wles.ptc.edu.tw
112,134658,縣立五溝國小,公立,[13]屏東縣,[923]屏東縣萬巒鄉五溝村西盛路89號,(08)7832285,https://www.wgps.ptc.edu.tw
112,134659,縣立佳佐國小,公立,[13]屏東縣,[923]屏東縣萬巒鄉佳和村佳興路59號,(08)7832018,https://www.jtes.ptc.edu.tw
112,134661,縣立赤山國小,公立,[13]屏東縣,[923]屏東縣萬巒鄉赤山村建興路40號,(08)7832205,https://www.chsps.ptc.edu.tw
112,134662,縣立內埔國小,公立,[13]屏東縣,[912]屏東縣內埔鄉內埔村廣濟路2號,(08)7792055,https://www.npes.ptc.edu.tw
112,134664,縣立僑智國小,公立,[13]屏東縣,[912]屏東縣內埔鄉美和村學人路55號,(08)7792544,https://www.chjps.ptc.edu.tw
112,134665,縣立崇文國小,公立,[13]屏東縣,[912]屏東縣內埔鄉龍泉村原勝路6號,(08)7701004,https://www.cwps.ptc.edu.tw
112,134666,縣立新生國小,公立,[13]屏東縣,[912]屏東縣內埔鄉大新村大新路109號,(08)7708211,https://www.ssps.ptc.edu.tw
112,134667,縣立榮華國小,公立,[13]屏東縣,[912]屏東縣內埔鄉建興村建興路216號,(08)7701104,https://www.rhes.ptc.edu.tw
112,134668,縣立黎明國小,公立,[13]屏東縣,[912]屏東縣內埔鄉黎明村西淇路177號,(08)7701200,https://www.lmps.ptc.edu.tw
112,134669,縣立隘寮國小,公立,[13]屏東縣,[912]屏東縣內埔鄉隘寮村清涼路二段238號,(08)7991036,https://www.alps.ptc.edu.tw
112,134670,縣立泰安國小,公立,[13]屏東縣,[912]屏東縣內埔鄉老埤村壽比路116號,(08)7783031,https://www.taps.ptc.edu.tw
112,134671,縣立東勢國小,公立,[13]屏東縣,[912]屏東縣內埔鄉東勢村大同路三段20號,(08)7792449,https://www.dsps.ptc.edu.tw
112,134672,縣立豐田國小,公立,[13]屏東縣,[912]屏東縣內埔鄉豐田村新中路49號,(08)7792445,https://www.ftes.ptc.edu.tw
112,134673,縣立富田國小,公立,[13]屏東縣,[912]屏東縣內埔鄉富田村里仁路202號,(08)7791034,https://www.ftps.ptc.edu.tw
112,134674,縣立竹田國小,公立,[13]屏東縣,[911]屏東縣竹田鄉竹田村公正路35號,(08)7710834,https://www.jtps.ptc.edu.tw
112,134675,縣立西勢國小,公立,[13]屏東縣,[911]屏東縣竹田鄉西勢村光明路8之1號,(08)7793474,https://www.sisps.ptc.edu.tw
112,134676,縣立大明國小,公立,[13]屏東縣,[911]屏東縣竹田鄉泗洲村洲中路40號,(08)7887780,https://www.dmps.ptc.edu.tw
112,134677,縣立新埤國小,公立,[13]屏東縣,[925]屏東縣新埤鄉新埤村新華路165號,(08)7971027,https://www.spes.ptc.edu.tw
112,134678,縣立大成國小,公立,[13]屏東縣,[925]屏東縣新埤鄉打鐵村東興路33號,(08)7971078,https://www.dcps.ptc.edu.tw
112,134679,縣立萬隆國小,公立,[13]屏東縣,[925]屏東縣新埤鄉萬隆村中山路126號,(08)7870191,https://www.wlps.ptc.edu.tw
112,134680,縣立餉潭國小,公立,[13]屏東縣,[925]屏東縣新埤鄉餉潭村龍潭路149號,(08)7981600,https://www.stps.ptc.edu.tw
112,134681,縣立枋寮國小,公立,[13]屏東縣,[940]屏東縣枋寮鄉德興路197號,(08)8782034,https://www.flps.ptc.edu.tw
112,134682,縣立僑德國小,公立,[13]屏東縣,[940]屏東縣枋寮鄉隆山村僑德路186號,(08)8782096,https://www.cdps.ptc.edu.tw
